question_id,video_id,video_path,correct_idx,pred_idx,is_correct,response,num_frames,frame_height,frame_width,total_pixels,requested_pixels,input_tokens,output_tokens,sample_fps_eff,vision_tokens
fine_grained_why_recognition_162,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_only_512/fine_grained_why_recognition_162.mp4,0,0,1,0,4,512,512,1048576,524288,680,2,2.6666666666666665,2048
fine_grained_why_recognition_190,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_only_512/fine_grained_why_recognition_190.mp4,4,4,1,4,4,512,512,1048576,524288,668,2,2.6666666666666665,2048
fine_grained_why_recognition_239,P02-20240211-120927,/home/aryan/ami/381V-final/data/gaze_only_512/fine_grained_why_recognition_239.mp4,0,0,1,0,4,512,512,1048576,524288,694,2,2.6666666666666665,2048
fine_grained_why_recognition_435,P02-20240211-120927,/home/aryan/ami/381V-final/data/gaze_only_512/fine_grained_why_recognition_435.mp4,2,2,1,2,4,512,512,1048576,524288,689,2,2.6666666666666665,2048
fine_grained_why_recognition_479,P02-20240211-120927,/home/aryan/ami/381V-final/data/gaze_only_512/fine_grained_why_recognition_479.mp4,2,3,0,3,4,512,512,1048576,524288,692,2,2.6666666666666665,2048
gaze_gaze_estimation_6,P02-20240210-092616,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_6.mp4,1,4,0,4,4,512,512,1048576,524288,649,2,2.6666666666666665,2048
gaze_gaze_estimation_19,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_19.mp4,4,4,1,4,4,512,512,1048576,524288,644,2,2.6666666666666665,2048
gaze_gaze_estimation_39,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_39.mp4,1,1,1,1,4,512,512,1048576,524288,648,2,2.6666666666666665,2048
gaze_gaze_estimation_66,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_66.mp4,4,4,1,4,4,512,512,1048576,524288,656,2,2.6666666666666665,2048
gaze_gaze_estimation_74,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_74.mp4,3,1,0,1,4,512,512,1048576,524288,639,2,2.6666666666666665,2048
gaze_gaze_estimation_95,P02-20240210-220650,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_95.mp4,4,4,1,4,4,512,512,1048576,524288,660,2,2.6666666666666665,2048
gaze_gaze_estimation_114,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_114.mp4,2,2,1,2,4,512,512,1048576,524288,642,2,2.6666666666666665,2048
gaze_gaze_estimation_140,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_140.mp4,4,1,0,1,4,512,512,1048576,524288,650,2,2.6666666666666665,2048
gaze_gaze_estimation_170,P02-20240210-100308,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_170.mp4,3,3,1,3,4,512,512,1048576,524288,650,2,2.6666666666666665,2048
gaze_gaze_estimation_186,P02-20240210-220650,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_186.mp4,2,3,0,3,4,512,512,1048576,524288,642,2,2.6666666666666665,2048
gaze_gaze_estimation_208,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_208.mp4,3,3,1,3,4,512,512,1048576,524288,645,2,2.6666666666666665,2048
gaze_gaze_estimation_214,P02-20240211-100250,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_214.mp4,4,4,1,4,4,512,512,1048576,524288,661,2,2.6666666666666665,2048
gaze_gaze_estimation_225,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_225.mp4,4,2,0,2,4,512,512,1048576,524288,646,2,2.6666666666666665,2048
gaze_gaze_estimation_254,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_254.mp4,2,2,1,2,4,512,512,1048576,524288,652,2,2.6666666666666665,2048
gaze_gaze_estimation_269,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_269.mp4,3,3,1,3,4,512,512,1048576,524288,642,2,2.6666666666666665,2048
gaze_gaze_estimation_318,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_318.mp4,1,3,0,3,4,512,512,1048576,524288,650,2,2.6666666666666665,2048
gaze_gaze_estimation_344,P02-20240210-100308,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_gaze_estimation_344.mp4,4,2,0,2,4,512,512,1048576,524288,650,2,2.6666666666666665,2048
gaze_interaction_anticipation_29,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_29.mp4,3,1,0,1,4,512,512,1048576,524288,632,2,2.6666666666666665,2048
gaze_interaction_anticipation_63,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_63.mp4,4,1,0,1,4,512,512,1048576,524288,634,2,2.6666666666666665,2048
gaze_interaction_anticipation_100,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_100.mp4,2,0,0,0,4,512,512,1048576,524288,631,2,2.6666666666666665,2048
gaze_interaction_anticipation_124,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_124.mp4,0,0,1,0,4,512,512,1048576,524288,634,2,2.6666666666666665,2048
gaze_interaction_anticipation_173,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_173.mp4,4,1,0,1,4,512,512,1048576,524288,636,2,2.6666666666666665,2048
gaze_interaction_anticipation_220,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_220.mp4,4,0,0,0,4,512,512,1048576,524288,629,2,2.6666666666666665,2048
gaze_interaction_anticipation_243,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_243.mp4,0,4,0,4,4,512,512,1048576,524288,636,2,2.6666666666666665,2048
gaze_interaction_anticipation_255,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_255.mp4,2,4,0,4,4,512,512,1048576,524288,642,2,2.6666666666666665,2048
gaze_interaction_anticipation_299,P02-20240210-100308,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_299.mp4,1,3,0,3,4,512,512,1048576,524288,630,2,2.6666666666666665,2048
gaze_interaction_anticipation_324,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_324.mp4,2,0,0,0,4,512,512,1048576,524288,634,2,2.6666666666666665,2048
gaze_interaction_anticipation_415,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_415.mp4,1,3,0,3,4,512,512,1048576,524288,633,2,2.6666666666666665,2048
gaze_interaction_anticipation_459,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_459.mp4,0,4,0,4,4,512,512,1048576,524288,629,2,2.6666666666666665,2048
gaze_interaction_anticipation_487,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_487.mp4,4,3,0,3,4,512,512,1048576,524288,640,2,2.6666666666666665,2048
gaze_interaction_anticipation_525,P02-20240210-100308,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_525.mp4,4,0,0,0,4,512,512,1048576,524288,636,2,2.6666666666666665,2048
gaze_interaction_anticipation_574,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_574.mp4,0,1,0,1,4,512,512,1048576,524288,632,2,2.6666666666666665,2048
gaze_interaction_anticipation_615,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_615.mp4,1,4,0,4,4,512,512,1048576,524288,638,2,2.6666666666666665,2048
gaze_interaction_anticipation_650,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_only_512/gaze_interaction_anticipation_650.mp4,4,0,0,0,4,512,512,1048576,524288,631,2,2.6666666666666665,2048
