question_id,video_id,video_path,correct_idx,pred_idx,is_correct,response,num_frames,frame_height,frame_width,total_pixels,requested_pixels,input_tokens,output_tokens,sample_fps_eff,vision_tokens
fine_grained_action_recognition_261,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_action_recognition_261.mp4,0,0,1,0,8,256,256,524288,524288,455,2,2.2857142857142856,1024
fine_grained_action_recognition_332,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_action_recognition_332.mp4,2,4,0,4,8,256,256,524288,524288,491,2,2.2857142857142856,1024
fine_grained_action_recognition_384,P02-20240209-231412,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_action_recognition_384.mp4,3,3,1,3,8,256,256,524288,524288,465,2,2.2857142857142856,1024
fine_grained_action_recognition_569,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_action_recognition_569.mp4,1,1,1,1,8,256,256,524288,524288,481,2,2.2857142857142856,1024
fine_grained_how_recognition_99,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_how_recognition_99.mp4,1,0,0,0,8,256,256,524288,524288,482,2,2.2857142857142856,1024
fine_grained_how_recognition_137,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_how_recognition_137.mp4,3,4,0,4,8,256,256,524288,524288,433,2,2.2857142857142856,1024
fine_grained_how_recognition_174,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_how_recognition_174.mp4,1,4,0,4,8,256,256,524288,524288,453,2,2.2857142857142856,1024
fine_grained_how_recognition_190,P02-20240211-141313,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_how_recognition_190.mp4,1,0,0,0,8,256,256,524288,524288,449,2,2.2857142857142856,1024
fine_grained_why_recognition_70,P02-20240211-141313,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_why_recognition_70.mp4,0,0,1,0,8,256,256,524288,524288,446,2,2.2857142857142856,1024
fine_grained_why_recognition_112,P02-20240211-141313,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_why_recognition_112.mp4,0,0,1,0,8,256,256,524288,524288,453,2,2.2857142857142856,1024
fine_grained_why_recognition_174,P02-20240211-120927,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_why_recognition_174.mp4,1,4,0,4,8,256,256,524288,524288,431,2,2.2857142857142856,1024
fine_grained_why_recognition_233,P02-20240211-120927,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_why_recognition_233.mp4,4,4,1,4,8,256,256,524288,524288,453,2,2.2857142857142856,1024
fine_grained_why_recognition_319,P02-20240211-120927,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_why_recognition_319.mp4,2,4,0,4,8,256,256,524288,524288,451,2,2.2857142857142856,1024
fine_grained_why_recognition_446,P02-20240210-220650,/home/aryan/ami/381V-final/data/gaze_crops_256/fine_grained_why_recognition_446.mp4,1,0,0,0,8,256,256,524288,524288,426,2,2.2857142857142856,1024
gaze_gaze_estimation_5,P02-20240210-092616,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_5.mp4,3,2,0,2,8,256,256,524288,524288,402,2,2.2857142857142856,1024
gaze_gaze_estimation_17,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_17.mp4,1,4,0,4,8,256,256,524288,524288,416,2,2.2857142857142856,1024
gaze_gaze_estimation_27,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_27.mp4,0,1,0,1,8,256,256,524288,524288,411,2,2.2857142857142856,1024
gaze_gaze_estimation_59,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_59.mp4,3,3,1,3,8,256,256,524288,524288,402,2,2.2857142857142856,1024
gaze_gaze_estimation_72,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_72.mp4,4,4,1,4,8,256,256,524288,524288,403,2,2.2857142857142856,1024
gaze_gaze_estimation_94,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_94.mp4,3,4,0,4,8,256,256,524288,524288,406,2,2.2857142857142856,1024
gaze_gaze_estimation_107,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_107.mp4,1,0,0,0,8,256,256,524288,524288,400,2,2.2857142857142856,1024
gaze_gaze_estimation_131,P02-20240210-092616,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_131.mp4,0,4,0,4,8,256,256,524288,524288,405,2,2.2857142857142856,1024
gaze_gaze_estimation_150,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_150.mp4,2,1,0,1,8,256,256,524288,524288,410,2,2.2857142857142856,1024
gaze_gaze_estimation_182,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_182.mp4,0,3,0,3,8,256,256,524288,524288,402,2,2.2857142857142856,1024
gaze_gaze_estimation_206,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_206.mp4,0,0,1,0,8,256,256,524288,524288,408,2,2.2857142857142856,1024
gaze_gaze_estimation_212,P02-20240209-231412,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_212.mp4,3,0,0,0,8,256,256,524288,524288,410,2,2.2857142857142856,1024
gaze_gaze_estimation_224,P02-20240210-100308,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_224.mp4,3,3,1,3,8,256,256,524288,524288,410,2,2.2857142857142856,1024
gaze_gaze_estimation_247,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_247.mp4,0,2,0,2,8,256,256,524288,524288,408,2,2.2857142857142856,1024
gaze_gaze_estimation_264,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_264.mp4,2,3,0,3,8,256,256,524288,524288,409,2,2.2857142857142856,1024
gaze_gaze_estimation_306,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_306.mp4,0,0,1,0,8,256,256,524288,524288,407,2,2.2857142857142856,1024
gaze_gaze_estimation_329,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_gaze_estimation_329.mp4,1,1,1,1,8,256,256,524288,524288,416,2,2.2857142857142856,1024
gaze_interaction_anticipation_9,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_9.mp4,3,0,0,0,8,256,256,524288,524288,394,2,2.2857142857142856,1024
gaze_interaction_anticipation_56,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_56.mp4,0,4,0,4,8,256,256,524288,524288,393,2,2.2857142857142856,1024
gaze_interaction_anticipation_95,P02-20240210-100308,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_95.mp4,2,2,1,2,8,256,256,524288,524288,394,2,2.2857142857142856,1024
gaze_interaction_anticipation_110,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_110.mp4,0,3,0,3,8,256,256,524288,524288,393,2,2.2857142857142856,1024
gaze_interaction_anticipation_149,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_149.mp4,4,4,1,4,8,256,256,524288,524288,395,2,2.2857142857142856,1024
gaze_interaction_anticipation_210,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_210.mp4,4,0,0,0,8,256,256,524288,524288,398,2,2.2857142857142856,1024
gaze_interaction_anticipation_232,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_232.mp4,4,3,0,3,8,256,256,524288,524288,389,2,2.2857142857142856,1024
gaze_interaction_anticipation_249,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_249.mp4,4,2,0,2,8,256,256,524288,524288,398,2,2.2857142857142856,1024
gaze_interaction_anticipation_281,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_281.mp4,3,0,0,0,8,256,256,524288,524288,390,2,2.2857142857142856,1024
gaze_interaction_anticipation_323,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_323.mp4,2,0,0,0,8,256,256,524288,524288,394,2,2.2857142857142856,1024
gaze_interaction_anticipation_409,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_409.mp4,1,2,0,2,8,256,256,524288,524288,396,2,2.2857142857142856,1024
gaze_interaction_anticipation_447,P02-20240210-100308,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_447.mp4,0,2,0,2,8,256,256,524288,524288,394,2,2.2857142857142856,1024
gaze_interaction_anticipation_466,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_466.mp4,1,0,0,0,8,256,256,524288,524288,393,2,2.2857142857142856,1024
gaze_interaction_anticipation_496,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_496.mp4,3,0,0,0,8,256,256,524288,524288,395,2,2.2857142857142856,1024
gaze_interaction_anticipation_568,P02-20240210-195833,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_568.mp4,1,1,1,1,8,256,256,524288,524288,395,2,2.2857142857142856,1024
gaze_interaction_anticipation_605,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_605.mp4,1,0,0,0,8,256,256,524288,524288,395,2,2.2857142857142856,1024
gaze_interaction_anticipation_639,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_639.mp4,0,0,1,0,8,256,256,524288,524288,389,2,2.2857142857142856,1024
gaze_interaction_anticipation_671,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_crops_256/gaze_interaction_anticipation_671.mp4,2,1,0,1,8,256,256,524288,524288,390,2,2.2857142857142856,1024
