question_id,video_id,video_path,correct_idx,pred_idx,is_correct,response,num_frames,frame_height,frame_width,total_pixels,requested_pixels,input_tokens,output_tokens,sample_fps_eff
fine_grained_action_localization_844,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_844.mp4,1,2,0,2,4,1408,1408,7929856,262144,565,2,0.008150512769209722
fine_grained_action_localization_864,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_864.mp4,2,1,0,1,4,1408,1408,7929856,262144,562,2,0.027855152620620178
fine_grained_action_localization_883,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_883.mp4,0,2,0,2,4,1408,1408,7929856,262144,562,2,0.017311021730120852
fine_grained_action_localization_897,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_897.mp4,3,3,1,3,4,1408,1408,7929856,262144,561,2,0.04737465505923402
fine_grained_action_localization_913,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_913.mp4,0,0,1,0,4,1408,1408,7929856,262144,565,2,0.011835486377909767
fine_grained_action_localization_936,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_936.mp4,3,0,0,0,4,1408,1408,7929856,262144,564,2,0.02054794522225689
fine_grained_action_localization_944,P02-20240211-111219,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_944.mp4,4,0,0,0,4,1408,1408,7929856,262144,564,2,0.023081362068670317
fine_grained_action_localization_960,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_960.mp4,1,1,1,1,4,1408,1408,7929856,262144,566,2,0.02715546409837971
fine_grained_action_localization_973,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_973.mp4,3,1,0,1,4,1408,1408,7929856,262144,562,2,0.020325202726012875
fine_grained_action_localization_978,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_978.mp4,3,0,0,0,4,1408,1408,7929856,262144,563,2,0.008150512769209722
fine_grained_action_localization_998,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_998.mp4,0,0,1,0,4,1408,1408,7929856,262144,562,2,0.020026702889643894
fine_grained_action_localization_1009,P02-20240210-195833,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1009.mp4,0,0,1,0,4,1408,1408,7929856,262144,562,2,0.020157903886426874
fine_grained_action_localization_1050,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1050.mp4,4,0,0,0,4,1408,1408,7929856,262144,565,2,0.017311021730120852
fine_grained_action_localization_1077,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1077.mp4,3,0,0,0,4,1408,1408,7929856,262144,563,2,0.015833222999861462
fine_grained_action_localization_1114,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1114.mp4,0,0,1,0,4,1408,1408,7929856,262144,565,2,0.012071219903587047
fine_grained_action_localization_1130,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1130.mp4,3,0,0,0,4,1408,1408,7929856,262144,563,2,0.01241208086330839
fine_grained_action_localization_1157,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1157.mp4,0,0,1,0,4,1408,1408,7929856,262144,564,2,0.01306051414727566
fine_grained_action_localization_1186,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1186.mp4,1,0,0,0,4,1408,1408,7929856,262144,565,2,0.01938610710146772
fine_grained_action_localization_1200,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1200.mp4,0,1,0,1,4,1408,1408,7929856,262144,562,2,0.016673613510373293
fine_grained_action_localization_1240,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1240.mp4,4,1,0,1,4,1408,1408,7929856,262144,562,2,0.020325202726012875
fine_grained_action_localization_1266,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1266.mp4,2,1,0,1,4,1408,1408,7929856,262144,563,2,0.011595322809855545
fine_grained_action_localization_1272,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1272.mp4,2,0,0,0,4,1408,1408,7929856,262144,563,2,0.010024225364454135
fine_grained_action_localization_1283,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1283.mp4,2,2,1,2,4,1408,1408,7929856,262144,562,2,0.03065917339596898
fine_grained_action_localization_1292,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1292.mp4,3,2,0,2,4,1408,1408,7929856,262144,563,2,0.014736583236799604
fine_grained_action_localization_1313,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1313.mp4,2,3,0,3,4,1408,1408,7929856,262144,563,2,0.009761652729387548
fine_grained_action_localization_1328,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1328.mp4,0,0,1,0,4,1408,1408,7929856,262144,561,2,0.043525570324598924
fine_grained_action_localization_1349,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1349.mp4,3,2,0,2,4,1408,1408,7929856,262144,564,2,0.021917808591413512
fine_grained_action_localization_1364,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1364.mp4,2,3,0,3,4,1408,1408,7929856,262144,562,2,0.009761652729387548
fine_grained_action_localization_1375,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1375.mp4,2,0,0,0,4,1408,1408,7929856,262144,562,2,0.014251781575904563
fine_grained_action_localization_1407,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1407.mp4,3,2,0,2,4,1408,1408,7929856,262144,565,2,0.014251781575904563
fine_grained_action_localization_1422,P02-20240211-115653,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1422.mp4,4,0,0,0,4,1408,1408,7929856,262144,563,2,0.015764582548657587
fine_grained_action_localization_1438,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1438.mp4,4,0,0,0,4,1408,1408,7929856,262144,564,2,0.025712448441525433
fine_grained_action_localization_1449,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1449.mp4,0,2,0,2,4,1408,1408,7929856,262144,564,2,0.012630249930449452
fine_grained_action_localization_1485,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1485.mp4,1,2,0,2,4,1408,1408,7929856,262144,565,2,0.01658833259221604
fine_grained_action_localization_1493,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1493.mp4,0,0,1,0,4,1408,1408,7929856,262144,563,2,0.010024225364454135
fine_grained_action_localization_1499,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1499.mp4,0,2,0,2,4,1408,1408,7929856,262144,562,2,0.012630249930449452
fine_grained_action_localization_1506,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1506.mp4,3,1,0,1,4,1408,1408,7929856,262144,562,2,0.012630249930449452
fine_grained_action_localization_1518,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1518.mp4,4,3,0,3,4,1408,1408,7929856,262144,565,2,0.021711598340379386
fine_grained_action_localization_1561,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1561.mp4,4,2,0,2,4,1408,1408,7929856,262144,562,2,0.011595322809855545
fine_grained_action_localization_1569,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1569.mp4,0,0,1,0,4,1408,1408,7929856,262144,561,2,0.027855152620620178
fine_grained_action_localization_1577,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1577.mp4,2,2,1,2,4,1408,1408,7929856,262144,564,2,0.010010845285367508
fine_grained_action_localization_1599,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1599.mp4,3,0,0,0,4,1408,1408,7929856,262144,561,2,0.027855152620620178
fine_grained_action_localization_1608,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1608.mp4,0,0,1,0,4,1408,1408,7929856,262144,564,2,0.016673613510373293
fine_grained_action_localization_1644,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1644.mp4,0,1,0,1,4,1408,1408,7929856,262144,564,2,0.02054794522225689
fine_grained_action_localization_1657,P02-20240210-100308,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1657.mp4,3,0,0,0,4,1408,1408,7929856,262144,562,2,0.018936405878851554
fine_grained_action_localization_1690,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1690.mp4,0,2,0,2,4,1408,1408,7929856,262144,562,2,0.020325202726012875
fine_grained_action_localization_1708,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1708.mp4,3,0,0,0,4,1408,1408,7929856,262144,563,2,0.016673613510373293
fine_grained_action_localization_1719,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1719.mp4,2,1,0,1,4,1408,1408,7929856,262144,564,2,0.01938610710146772
fine_grained_action_localization_1729,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1729.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.03065917339596898
fine_grained_action_localization_1745,P02-20240211-115653,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1745.mp4,4,2,0,2,4,1408,1408,7929856,262144,563,2,0.009910802426090192
fine_grained_action_localization_1773,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1773.mp4,2,1,0,1,4,1408,1408,7929856,262144,564,2,0.014130946776607707
fine_grained_action_localization_1792,P02-20240211-115653,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1792.mp4,2,0,0,0,4,1408,1408,7929856,262144,563,2,0.015764582548657587
fine_grained_action_localization_1813,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1813.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.028024287712899807
fine_grained_action_localization_1835,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1835.mp4,0,2,0,2,4,1408,1408,7929856,262144,565,2,0.012630249930449452
fine_grained_action_localization_1863,P02-20240211-111219,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1863.mp4,2,3,0,3,4,1408,1408,7929856,262144,565,2,0.023242300300355553
fine_grained_action_localization_1885,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1885.mp4,1,0,0,0,4,1408,1408,7929856,262144,564,2,0.01760821669984215
fine_grained_action_localization_1895,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1895.mp4,2,0,0,0,4,1408,1408,7929856,262144,565,2,0.017311021730120852
fine_grained_action_localization_1907,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1907.mp4,2,0,0,0,4,1408,1408,7929856,262144,563,2,0.01170731707044757
fine_grained_action_localization_1930,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1930.mp4,0,0,1,0,4,1408,1408,7929856,262144,564,2,0.020325202726012875
fine_grained_action_localization_1941,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1941.mp4,2,0,0,0,4,1408,1408,7929856,262144,562,2,0.01579155132968026
fine_grained_action_localization_1961,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1961.mp4,2,0,0,0,4,1408,1408,7929856,262144,563,2,0.008214114347075564
fine_grained_action_localization_1974,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1974.mp4,0,1,0,1,4,1408,1408,7929856,262144,564,2,0.008970621050519314
fine_grained_action_localization_2004,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2004.mp4,2,0,0,0,4,1408,1408,7929856,262144,564,2,0.016673613510373293
fine_grained_action_localization_2032,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2032.mp4,2,0,0,0,4,1408,1408,7929856,262144,561,2,0.033268645155964206
fine_grained_action_localization_2038,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2038.mp4,3,2,0,2,4,1408,1408,7929856,262144,565,2,0.008214114347075564
fine_grained_action_localization_2044,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2044.mp4,4,1,0,1,4,1408,1408,7929856,262144,563,2,0.016673613510373293
fine_grained_action_localization_2052,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2052.mp4,2,1,0,1,4,1408,1408,7929856,262144,566,2,0.009039547856316964
fine_grained_action_localization_2081,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2081.mp4,2,0,0,0,4,1408,1408,7929856,262144,562,2,0.021711598340379386
fine_grained_action_localization_2092,P02-20240211-115653,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2092.mp4,1,3,0,3,4,1408,1408,7929856,262144,563,2,0.015764582548657587
fine_grained_action_localization_2098,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2098.mp4,2,2,1,2,4,1408,1408,7929856,262144,562,2,0.0192585457763954
fine_grained_action_localization_2136,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2136.mp4,0,3,0,3,4,1408,1408,7929856,262144,563,2,0.01579155132968026
fine_grained_action_localization_2154,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2154.mp4,2,0,0,0,4,1408,1408,7929856,262144,562,2,0.017311021730120852
fine_grained_action_localization_2164,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2164.mp4,1,1,1,1,4,1408,1408,7929856,262144,563,2,0.012578615868875768
fine_grained_action_localization_2233,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2233.mp4,3,0,0,0,4,1408,1408,7929856,262144,564,2,0.01760821669984215
fine_grained_action_localization_2241,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2241.mp4,0,0,1,0,4,1408,1408,7929856,262144,565,2,0.009039547856316964
fine_grained_action_localization_2278,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2278.mp4,4,0,0,0,4,1408,1408,7929856,262144,562,2,0.02715546409837971
fine_grained_action_localization_2292,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2292.mp4,1,3,0,3,4,1408,1408,7929856,262144,564,2,0.016673613510373293
fine_grained_action_localization_2332,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2332.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.008214114347075564
fine_grained_action_localization_2343,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2343.mp4,2,1,0,1,4,1408,1408,7929856,262144,564,2,0.014130946776607707
fine_grained_action_localization_2355,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2355.mp4,2,0,0,0,4,1408,1408,7929856,262144,563,2,0.009039547856316964
fine_grained_action_localization_2378,P02-20240211-115653,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2378.mp4,0,0,1,0,4,1408,1408,7929856,262144,563,2,0.015764582548657587
fine_grained_action_localization_2408,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2408.mp4,2,0,0,0,4,1408,1408,7929856,262144,562,2,0.008214114347075564
fine_grained_action_localization_2419,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2419.mp4,1,3,0,3,4,1408,1408,7929856,262144,566,2,0.009039547856316964
fine_grained_action_localization_2436,P02-20240211-111219,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2436.mp4,4,0,0,0,4,1408,1408,7929856,262144,562,2,0.023081362068670317
fine_grained_action_localization_2442,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2442.mp4,2,2,1,2,4,1408,1408,7929856,262144,563,2,0.012623605578021464
fine_grained_action_localization_2457,P02-20240211-111219,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2457.mp4,2,0,0,0,4,1408,1408,7929856,262144,564,2,0.025386081128767116
fine_grained_action_localization_2478,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2478.mp4,1,2,0,2,4,1408,1408,7929856,262144,561,2,0.04737465505923402
