question_id,video_id,video_path,correct_idx,pred_idx,is_correct,response,num_frames,frame_height,frame_width,total_pixels,requested_pixels,input_tokens,output_tokens,sample_fps_eff
fine_grained_action_localization_135,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_135.mp4,2,0,0,0,4,1408,1408,7929856,262144,565,2,0.0192585457763954
fine_grained_action_localization_157,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_157.mp4,2,0,0,0,4,1408,1408,7929856,262144,564,2,0.012630249930449452
fine_grained_action_localization_187,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_187.mp4,4,0,0,0,4,1408,1408,7929856,262144,561,2,0.043525570324598924
fine_grained_action_localization_195,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_195.mp4,3,3,1,3,4,1408,1408,7929856,262144,562,2,0.033268645155964206
fine_grained_action_localization_211,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_211.mp4,2,3,0,3,4,1408,1408,7929856,262144,567,2,0.0192585457763954
fine_grained_action_localization_245,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_245.mp4,4,2,0,2,4,1408,1408,7929856,262144,563,2,0.01241208086330839
fine_grained_action_localization_254,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_254.mp4,1,2,0,2,4,1408,1408,7929856,262144,561,2,0.027855152620620178
fine_grained_action_localization_258,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_258.mp4,4,1,0,1,4,1408,1408,7929856,262144,565,2,0.035314890151014224
fine_grained_action_localization_307,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_307.mp4,3,3,1,3,4,1408,1408,7929856,262144,564,2,0.01658833259221604
fine_grained_action_localization_315,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_315.mp4,2,3,0,3,4,1408,1408,7929856,262144,564,2,0.0192585457763954
fine_grained_action_localization_328,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_328.mp4,4,3,0,3,4,1408,1408,7929856,262144,561,2,0.03268864015386645
fine_grained_action_localization_349,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_349.mp4,3,1,0,1,4,1408,1408,7929856,262144,563,2,0.01241208086330839
fine_grained_action_localization_365,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_365.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.008214114347075564
fine_grained_action_localization_378,P02-20240211-111219,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_378.mp4,1,2,0,2,4,1408,1408,7929856,262144,562,2,0.025386081128767116
fine_grained_action_localization_405,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_405.mp4,4,2,0,2,4,1408,1408,7929856,262144,563,2,0.008150512769209722
fine_grained_action_localization_428,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_428.mp4,1,0,0,0,4,1408,1408,7929856,262144,564,2,0.010028413889963554
fine_grained_action_localization_468,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_468.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.02459520330544956
fine_grained_action_localization_482,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_482.mp4,0,0,1,0,4,1408,1408,7929856,262144,564,2,0.01170731707044757
fine_grained_action_localization_511,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_511.mp4,3,3,1,3,4,1408,1408,7929856,262144,563,2,0.015980822558762584
fine_grained_action_localization_531,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_531.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.016673613510373293
fine_grained_action_localization_559,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_559.mp4,1,2,0,2,4,1408,1408,7929856,262144,561,2,0.026572187414155034
fine_grained_action_localization_595,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_595.mp4,2,0,0,0,4,1408,1408,7929856,262144,564,2,0.014736583236799604
fine_grained_action_localization_606,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_606.mp4,2,0,0,0,4,1408,1408,7929856,262144,562,2,0.016673613510373293
fine_grained_action_localization_637,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_637.mp4,0,2,0,2,4,1408,1408,7929856,262144,564,2,0.014596764925325264
fine_grained_action_localization_647,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_647.mp4,0,0,1,0,4,1408,1408,7929856,262144,563,2,0.013922728758958131
fine_grained_action_localization_679,P02-20240211-115653,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_679.mp4,0,0,1,0,4,1408,1408,7929856,262144,564,2,0.015764582548657587
fine_grained_action_localization_700,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_700.mp4,4,1,0,1,4,1408,1408,7929856,262144,566,2,0.009039547856316964
fine_grained_action_localization_718,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_718.mp4,1,3,0,3,4,1408,1408,7929856,262144,562,2,0.01241208086330839
fine_grained_action_localization_730,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_730.mp4,4,3,0,3,4,1408,1408,7929856,262144,564,2,0.014596764925325264
fine_grained_action_localization_755,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_755.mp4,3,1,0,1,4,1408,1408,7929856,262144,562,2,0.01579155132968026
fine_grained_action_localization_773,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_773.mp4,3,0,0,0,4,1408,1408,7929856,262144,564,2,0.02054794522225689
fine_grained_action_localization_788,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_788.mp4,1,0,0,0,4,1408,1408,7929856,262144,564,2,0.00860955649472974
fine_grained_action_localization_849,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_849.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.016673613510373293
fine_grained_action_localization_868,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_868.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.03065917339596898
fine_grained_action_localization_887,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_887.mp4,3,2,0,2,4,1408,1408,7929856,262144,563,2,0.0112771358661335
fine_grained_action_localization_900,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_900.mp4,4,0,0,0,4,1408,1408,7929856,262144,563,2,0.008150512769209722
fine_grained_action_localization_925,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_925.mp4,0,0,1,0,4,1408,1408,7929856,262144,563,2,0.013922728758958131
fine_grained_action_localization_942,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_942.mp4,4,0,0,0,4,1408,1408,7929856,262144,563,2,0.01760821669984215
fine_grained_action_localization_952,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_952.mp4,2,0,0,0,4,1408,1408,7929856,262144,562,2,0.02054794522225689
fine_grained_action_localization_962,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_962.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.04737465505923402
fine_grained_action_localization_975,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_975.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.014736583236799604
fine_grained_action_localization_990,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_990.mp4,1,0,0,0,4,1408,1408,7929856,262144,564,2,0.013922728758958131
fine_grained_action_localization_999,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_999.mp4,3,2,0,2,4,1408,1408,7929856,262144,564,2,0.01938610710146772
fine_grained_action_localization_1013,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1013.mp4,4,3,0,3,4,1408,1408,7929856,262144,563,2,0.048289736392034224
fine_grained_action_localization_1068,P02-20240211-115653,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1068.mp4,0,0,1,0,4,1408,1408,7929856,262144,563,2,0.015764582548657587
fine_grained_action_localization_1106,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1106.mp4,0,0,1,0,4,1408,1408,7929856,262144,563,2,0.01579155132968026
fine_grained_action_localization_1118,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1118.mp4,4,2,0,2,4,1408,1408,7929856,262144,564,2,0.014130946776607707
fine_grained_action_localization_1131,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1131.mp4,4,0,0,0,4,1408,1408,7929856,262144,562,2,0.014251781575904563
fine_grained_action_localization_1161,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1161.mp4,1,2,0,2,4,1408,1408,7929856,262144,561,2,0.03268864015386645
fine_grained_action_localization_1190,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1190.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.013922728758958131
fine_grained_action_localization_1210,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1210.mp4,4,3,0,3,4,1408,1408,7929856,262144,566,2,0.017311021730120852
fine_grained_action_localization_1234,P02-20240210-100308,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1234.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.018936405878851554
fine_grained_action_localization_1243,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1243.mp4,3,3,1,3,4,1408,1408,7929856,262144,561,2,0.02715546409837971
fine_grained_action_localization_1270,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1270.mp4,3,0,0,0,4,1408,1408,7929856,262144,562,2,0.030816640019257498
fine_grained_action_localization_1273,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1273.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.010028413889963554
fine_grained_action_localization_1287,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1287.mp4,2,0,0,0,4,1408,1408,7929856,262144,563,2,0.020026702889643894
fine_grained_action_localization_1296,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1296.mp4,4,2,0,2,4,1408,1408,7929856,262144,562,2,0.021711598340379386
fine_grained_action_localization_1360,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1360.mp4,0,0,1,0,4,1408,1408,7929856,262144,562,2,0.010028413889963554
fine_grained_action_localization_1367,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1367.mp4,1,2,0,2,4,1408,1408,7929856,262144,564,2,0.016673613510373293
fine_grained_action_localization_1397,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1397.mp4,2,3,0,3,4,1408,1408,7929856,262144,562,2,0.008214114347075564
fine_grained_action_localization_1410,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1410.mp4,1,0,0,0,4,1408,1408,7929856,262144,564,2,0.021917808591413512
fine_grained_action_localization_1420,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1420.mp4,2,1,0,1,4,1408,1408,7929856,262144,565,2,0.009039547856316964
fine_grained_action_localization_1425,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1425.mp4,0,0,1,0,4,1408,1408,7929856,262144,562,2,0.013922728758958131
fine_grained_action_localization_1440,P02-20240210-220650,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1440.mp4,1,0,0,0,4,1408,1408,7929856,262144,560,2,0.09764036220074865
fine_grained_action_localization_1461,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1461.mp4,2,3,0,3,4,1408,1408,7929856,262144,562,2,0.035314890151014224
fine_grained_action_localization_1486,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1486.mp4,1,0,0,0,4,1408,1408,7929856,262144,564,2,0.014272121789582003
fine_grained_action_localization_1502,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1502.mp4,4,0,0,0,4,1408,1408,7929856,262144,561,2,0.02715546409837971
fine_grained_action_localization_1508,P02-20240211-115653,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1508.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.015764582548657587
fine_grained_action_localization_1564,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1564.mp4,0,0,1,0,4,1408,1408,7929856,262144,562,2,0.011835486377909767
fine_grained_action_localization_1574,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1574.mp4,3,0,0,0,4,1408,1408,7929856,262144,562,2,0.013922728758958131
fine_grained_action_localization_1580,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1580.mp4,0,4,0,4,4,1408,1408,7929856,262144,562,2,0.033268645155964206
fine_grained_action_localization_1600,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1600.mp4,3,3,1,3,4,1408,1408,7929856,262144,565,2,0.017311021730120852
fine_grained_action_localization_1628,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1628.mp4,3,1,0,1,4,1408,1408,7929856,262144,562,2,0.015980822558762584
fine_grained_action_localization_1652,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1652.mp4,2,0,0,0,4,1408,1408,7929856,262144,565,2,0.01658833259221604
fine_grained_action_localization_1660,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1660.mp4,0,0,1,0,4,1408,1408,7929856,262144,564,2,0.02054794522225689
fine_grained_action_localization_1693,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1693.mp4,3,0,0,0,4,1408,1408,7929856,262144,565,2,0.02372010206720269
fine_grained_action_localization_1711,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1711.mp4,2,0,0,0,4,1408,1408,7929856,262144,563,2,0.011835486377909767
fine_grained_action_localization_1730,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1730.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.021711598340379386
fine_grained_action_localization_1742,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1742.mp4,4,0,0,0,4,1408,1408,7929856,262144,563,2,0.014596764925325264
fine_grained_action_localization_1753,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1753.mp4,2,2,1,2,4,1408,1408,7929856,262144,562,2,0.02814919011567732
fine_grained_action_localization_1788,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1788.mp4,3,2,0,2,4,1408,1408,7929856,262144,562,2,0.021711598340379386
fine_grained_action_localization_1809,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1809.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.008214114347075564
fine_grained_action_localization_1815,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1815.mp4,2,2,1,2,4,1408,1408,7929856,262144,565,2,0.02715546409837971
fine_grained_action_localization_1829,P02-20240210-195833,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1829.mp4,2,1,0,1,4,1408,1408,7929856,262144,566,2,0.020157903886426874
fine_grained_action_localization_1867,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1867.mp4,3,4,0,4,4,1408,1408,7929856,262144,565,2,0.009039547856316964
fine_grained_action_localization_1890,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1890.mp4,4,2,0,2,4,1408,1408,7929856,262144,564,2,0.008214114347075564
fine_grained_action_localization_1899,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1899.mp4,2,2,1,2,4,1408,1408,7929856,262144,565,2,0.020325202726012875
fine_grained_action_localization_1926,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1926.mp4,4,0,0,0,4,1408,1408,7929856,262144,566,2,0.009039547856316964
fine_grained_action_localization_1968,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1968.mp4,0,0,1,0,4,1408,1408,7929856,262144,563,2,0.008214114347075564
fine_grained_action_localization_1987,P02-20240211-111219,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1987.mp4,1,4,0,4,4,1408,1408,7929856,262144,563,2,0.025386081128767116
fine_grained_action_localization_1999,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_1999.mp4,1,2,0,2,4,1408,1408,7929856,262144,563,2,0.015833222999861462
fine_grained_action_localization_2005,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2005.mp4,0,0,1,0,4,1408,1408,7929856,262144,564,2,0.010024225364454135
fine_grained_action_localization_2022,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2022.mp4,2,2,1,2,4,1408,1408,7929856,262144,564,2,0.016652789190145397
fine_grained_action_localization_2033,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2033.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.02814919011567732
fine_grained_action_localization_2039,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2039.mp4,0,0,1,0,4,1408,1408,7929856,262144,562,2,0.01938610710146772
fine_grained_action_localization_2046,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2046.mp4,3,0,0,0,4,1408,1408,7929856,262144,561,2,0.04640371230340111
fine_grained_action_localization_2063,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2063.mp4,3,1,0,1,4,1408,1408,7929856,262144,562,2,0.011835486377909767
fine_grained_action_localization_2084,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2084.mp4,0,0,1,0,4,1408,1408,7929856,262144,567,2,0.0192585457763954
fine_grained_action_localization_2096,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2096.mp4,4,0,0,0,4,1408,1408,7929856,262144,565,2,0.00860955649472974
fine_grained_action_localization_2124,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2124.mp4,0,0,1,0,4,1408,1408,7929856,262144,562,2,0.009761652729387548
fine_grained_action_localization_2147,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2147.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.01721170411054593
fine_grained_action_localization_2160,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2160.mp4,0,3,0,3,4,1408,1408,7929856,262144,562,2,0.01241208086330839
fine_grained_action_localization_2171,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2171.mp4,3,2,0,2,4,1408,1408,7929856,262144,563,2,0.010010845285367508
fine_grained_action_localization_2183,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2183.mp4,0,3,0,3,4,1408,1408,7929856,262144,562,2,0.028024287712899807
fine_grained_action_localization_2199,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2199.mp4,2,0,0,0,4,1408,1408,7929856,262144,562,2,0.011595322809855545
fine_grained_action_localization_2207,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2207.mp4,2,0,0,0,4,1408,1408,7929856,262144,562,2,0.020026702889643894
fine_grained_action_localization_2237,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2237.mp4,4,2,0,2,4,1408,1408,7929856,262144,564,2,0.010024225364454135
fine_grained_action_localization_2244,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2244.mp4,0,0,1,0,4,1408,1408,7929856,262144,562,2,0.02814919011567732
fine_grained_action_localization_2290,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2290.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.014130946776607707
fine_grained_action_localization_2315,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2315.mp4,4,0,0,0,4,1408,1408,7929856,262144,563,2,0.01170731707044757
fine_grained_action_localization_2341,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2341.mp4,1,0,0,0,4,1408,1408,7929856,262144,561,2,0.030816640019257498
fine_grained_action_localization_2347,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2347.mp4,0,1,0,1,4,1408,1408,7929856,262144,562,2,0.035314890151014224
fine_grained_action_localization_2356,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2356.mp4,4,0,0,0,4,1408,1408,7929856,262144,564,2,0.010028413889963554
fine_grained_action_localization_2398,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2398.mp4,0,0,1,0,4,1408,1408,7929856,262144,562,2,0.035149385669113235
fine_grained_action_localization_2414,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2414.mp4,0,1,0,1,4,1408,1408,7929856,262144,563,2,0.02054794522225689
fine_grained_action_localization_2428,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2428.mp4,0,3,0,3,4,1408,1408,7929856,262144,561,2,0.04640371230340111
fine_grained_action_localization_2437,P02-20240210-100308,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2437.mp4,0,1,0,1,4,1408,1408,7929856,262144,563,2,0.018936405878851554
fine_grained_action_localization_2452,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2452.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.021711598340379386
fine_grained_action_localization_2481,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2481.mp4,2,1,0,1,4,1408,1408,7929856,262144,566,2,0.017311021730120852
fine_grained_action_localization_2485,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2485.mp4,1,0,0,0,4,1408,1408,7929856,262144,561,2,0.026572187414155034
