question_id,video_id,video_path,correct_idx,pred_idx,is_correct,response,num_frames,frame_height,frame_width,total_pixels,requested_pixels,input_tokens,output_tokens,sample_fps_eff,vision_tokens
gaze_gaze_estimation_278,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_256/gaze_gaze_estimation_278.mp4,4,0,0,0,4,256,256,262144,524288,257,2,2.6666666666666665,512
gaze_gaze_estimation_327,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_256/gaze_gaze_estimation_327.mp4,2,2,1,2,4,256,256,262144,524288,268,2,2.6666666666666665,512
gaze_interaction_anticipation_8,P02-20240210-100308,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_8.mp4,1,0,0,0,4,256,256,262144,524288,249,2,2.6666666666666665,512
gaze_interaction_anticipation_42,P02-20240210-100308,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_42.mp4,4,0,0,0,4,256,256,262144,524288,254,2,2.6666666666666665,512
gaze_interaction_anticipation_81,P02-20240211-115653,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_81.mp4,0,1,0,1,4,256,256,262144,524288,254,2,2.6666666666666665,512
gaze_interaction_anticipation_109,P02-20240211-104948,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_109.mp4,3,0,0,0,4,256,256,262144,524288,256,2,2.6666666666666665,512
gaze_interaction_anticipation_134,P02-20240210-122334,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_134.mp4,0,2,0,2,4,256,256,262144,524288,255,2,2.6666666666666665,512
gaze_interaction_anticipation_207,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_207.mp4,3,1,0,1,4,256,256,262144,524288,251,2,2.6666666666666665,512
gaze_interaction_anticipation_222,P02-20240211-100250,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_222.mp4,0,3,0,3,4,256,256,262144,524288,247,2,2.6666666666666665,512
gaze_interaction_anticipation_247,P02-20240210-100308,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_247.mp4,0,3,0,3,4,256,256,262144,524288,251,2,2.6666666666666665,512
gaze_interaction_anticipation_258,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_258.mp4,4,2,0,2,4,256,256,262144,524288,246,2,2.6666666666666665,512
gaze_interaction_anticipation_318,P02-20240210-122334,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_318.mp4,0,0,1,0,4,256,256,262144,524288,248,2,2.6666666666666665,512
gaze_interaction_anticipation_351,P02-20240211-111219,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_351.mp4,2,2,1,2,4,256,256,262144,524288,246,2,2.6666666666666665,512
gaze_interaction_anticipation_446,P02-20240211-115653,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_446.mp4,3,2,0,2,4,256,256,262144,524288,251,2,2.6666666666666665,512
gaze_interaction_anticipation_464,P02-20240210-100308,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_464.mp4,1,3,0,3,4,256,256,262144,524288,247,2,2.6666666666666665,512
gaze_interaction_anticipation_489,P02-20240211-115653,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_489.mp4,3,1,0,1,4,256,256,262144,524288,252,2,2.6666666666666665,512
gaze_interaction_anticipation_529,P02-20240210-100308,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_529.mp4,3,0,0,0,4,256,256,262144,524288,254,2,2.6666666666666665,512
gaze_interaction_anticipation_587,P02-20240211-115653,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_587.mp4,1,1,1,1,4,256,256,262144,524288,251,2,2.6666666666666665,512
gaze_interaction_anticipation_630,P02-20240211-104948,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_630.mp4,3,3,1,3,4,256,256,262144,524288,252,2,2.6666666666666665,512
gaze_interaction_anticipation_662,P02-20240210-100308,/home/aryan/ami/381V-final/data/original_crops_256/gaze_interaction_anticipation_662.mp4,2,3,0,3,4,256,256,262144,524288,248,2,2.6666666666666665,512
