question_id,video_id,video_path,correct_idx,pred_idx,is_correct,response,num_frames,frame_height,frame_width,total_pixels,requested_pixels,input_tokens,output_tokens,sample_fps_eff,vision_tokens
fine_grained_action_recognition_530,P02-20240210-220650,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_action_recognition_530.mp4,1,3,0,3,4,256,256,262144,524288,327,2,2.6666666666666665,512
fine_grained_how_recognition_9,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_how_recognition_9.mp4,1,1,1,1,4,256,256,262144,524288,322,2,2.6666666666666665,512
fine_grained_how_recognition_52,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_how_recognition_52.mp4,2,2,1,2,4,256,256,262144,524288,324,2,2.6666666666666665,512
fine_grained_how_recognition_120,P02-20240211-120927,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_how_recognition_120.mp4,3,1,0,1,4,256,256,262144,524288,308,2,2.6666666666666665,512
fine_grained_how_recognition_175,P02-20240211-120927,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_how_recognition_175.mp4,2,2,1,2,4,256,256,262144,524288,314,2,2.6666666666666665,512
fine_grained_how_recognition_205,P02-20240211-141313,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_how_recognition_205.mp4,3,0,0,0,4,256,256,262144,524288,300,2,2.6666666666666665,512
fine_grained_why_recognition_26,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_why_recognition_26.mp4,3,1,0,1,4,256,256,262144,524288,316,2,2.6666666666666665,512
fine_grained_why_recognition_43,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_why_recognition_43.mp4,2,2,1,2,4,256,256,262144,524288,284,2,2.6666666666666665,512
fine_grained_why_recognition_95,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_why_recognition_95.mp4,3,4,0,4,4,256,256,262144,524288,277,2,2.6666666666666665,512
fine_grained_why_recognition_119,P02-20240210-195833,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_why_recognition_119.mp4,2,1,0,1,4,256,256,262144,524288,290,2,2.6666666666666665,512
fine_grained_why_recognition_162,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_why_recognition_162.mp4,0,0,1,0,4,256,256,262144,524288,296,2,2.6666666666666665,512
fine_grained_why_recognition_190,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_why_recognition_190.mp4,4,0,0,0,4,256,256,262144,524288,284,2,2.6666666666666665,512
fine_grained_why_recognition_239,P02-20240211-120927,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_why_recognition_239.mp4,0,0,1,0,4,256,256,262144,524288,310,2,2.6666666666666665,512
fine_grained_why_recognition_435,P02-20240211-120927,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_why_recognition_435.mp4,2,2,1,2,4,256,256,262144,524288,305,2,2.6666666666666665,512
fine_grained_why_recognition_479,P02-20240211-120927,/home/aryan/ami/381V-final/data/gaze_only_512-256/fine_grained_why_recognition_479.mp4,2,3,0,3,4,256,256,262144,524288,308,2,2.6666666666666665,512
gaze_gaze_estimation_6,P02-20240210-092616,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_6.mp4,1,4,0,4,4,256,256,262144,524288,265,2,2.6666666666666665,512
gaze_gaze_estimation_19,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_19.mp4,4,4,1,4,4,256,256,262144,524288,260,2,2.6666666666666665,512
gaze_gaze_estimation_39,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_39.mp4,1,3,0,3,4,256,256,262144,524288,264,2,2.6666666666666665,512
gaze_gaze_estimation_66,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_66.mp4,4,4,1,4,4,256,256,262144,524288,272,2,2.6666666666666665,512
gaze_gaze_estimation_74,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_74.mp4,3,1,0,1,4,256,256,262144,524288,255,2,2.6666666666666665,512
gaze_gaze_estimation_95,P02-20240210-220650,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_95.mp4,4,4,1,4,4,256,256,262144,524288,276,2,2.6666666666666665,512
gaze_gaze_estimation_114,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_114.mp4,2,2,1,2,4,256,256,262144,524288,258,2,2.6666666666666665,512
gaze_gaze_estimation_140,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_140.mp4,4,1,0,1,4,256,256,262144,524288,266,2,2.6666666666666665,512
gaze_gaze_estimation_170,P02-20240210-100308,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_170.mp4,3,4,0,4,4,256,256,262144,524288,266,2,2.6666666666666665,512
gaze_gaze_estimation_186,P02-20240210-220650,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_186.mp4,2,3,0,3,4,256,256,262144,524288,258,2,2.6666666666666665,512
gaze_gaze_estimation_208,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_208.mp4,3,3,1,3,4,256,256,262144,524288,261,2,2.6666666666666665,512
gaze_gaze_estimation_214,P02-20240211-100250,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_214.mp4,4,4,1,4,4,256,256,262144,524288,277,2,2.6666666666666665,512
gaze_gaze_estimation_225,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_225.mp4,4,3,0,3,4,256,256,262144,524288,262,2,2.6666666666666665,512
gaze_gaze_estimation_254,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_254.mp4,2,2,1,2,4,256,256,262144,524288,268,2,2.6666666666666665,512
gaze_gaze_estimation_269,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_269.mp4,3,3,1,3,4,256,256,262144,524288,258,2,2.6666666666666665,512
gaze_gaze_estimation_318,P02-20240211-115653,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_318.mp4,1,3,0,3,4,256,256,262144,524288,266,2,2.6666666666666665,512
gaze_gaze_estimation_344,P02-20240210-100308,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_gaze_estimation_344.mp4,4,2,0,2,4,256,256,262144,524288,266,2,2.6666666666666665,512
gaze_interaction_anticipation_29,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_29.mp4,3,1,0,1,4,256,256,262144,524288,248,2,2.6666666666666665,512
gaze_interaction_anticipation_63,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_63.mp4,4,4,1,4,4,256,256,262144,524288,250,2,2.6666666666666665,512
gaze_interaction_anticipation_100,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_100.mp4,2,2,1,2,4,256,256,262144,524288,247,2,2.6666666666666665,512
gaze_interaction_anticipation_124,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_124.mp4,0,2,0,2,4,256,256,262144,524288,250,2,2.6666666666666665,512
gaze_interaction_anticipation_173,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_173.mp4,4,1,0,1,4,256,256,262144,524288,252,2,2.6666666666666665,512
gaze_interaction_anticipation_220,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_220.mp4,4,4,1,4,4,256,256,262144,524288,245,2,2.6666666666666665,512
gaze_interaction_anticipation_243,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_243.mp4,0,4,0,4,4,256,256,262144,524288,252,2,2.6666666666666665,512
gaze_interaction_anticipation_255,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_255.mp4,2,0,0,0,4,256,256,262144,524288,258,2,2.6666666666666665,512
gaze_interaction_anticipation_299,P02-20240210-100308,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_299.mp4,1,3,0,3,4,256,256,262144,524288,246,2,2.6666666666666665,512
gaze_interaction_anticipation_324,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_324.mp4,2,0,0,0,4,256,256,262144,524288,250,2,2.6666666666666665,512
gaze_interaction_anticipation_415,P02-20240211-111219,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_415.mp4,1,3,0,3,4,256,256,262144,524288,249,2,2.6666666666666665,512
gaze_interaction_anticipation_459,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_459.mp4,0,2,0,2,4,256,256,262144,524288,245,2,2.6666666666666665,512
gaze_interaction_anticipation_487,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_487.mp4,4,3,0,3,4,256,256,262144,524288,256,2,2.6666666666666665,512
gaze_interaction_anticipation_525,P02-20240210-100308,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_525.mp4,4,0,0,0,4,256,256,262144,524288,252,2,2.6666666666666665,512
gaze_interaction_anticipation_574,P02-20240210-122334,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_574.mp4,0,3,0,3,4,256,256,262144,524288,248,2,2.6666666666666665,512
gaze_interaction_anticipation_615,P02-20240211-104948,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_615.mp4,1,4,0,4,4,256,256,262144,524288,254,2,2.6666666666666665,512
gaze_interaction_anticipation_650,P02-20240209-194141,/home/aryan/ami/381V-final/data/gaze_only_512-256/gaze_interaction_anticipation_650.mp4,4,0,0,0,4,256,256,262144,524288,247,2,2.6666666666666665,512
